"野村日本株高配当SMART50 日次指数値"
※  2008年1月31日 = 10000
,円ベース,
年月日,配当除く,配当含む
20200311,11217.68,16995.49
20200312,10766.23,16311.52
20200313,10241.70,15516.82
20200316,10101.49,15304.39
20200317,10206.74,15463.86
20200318,10201.27,15455.57
20200319,10323.05,15640.07
20200323,10353.65,15686.44
20200324,10773.62,16322.71
20200325,11528.86,17466.96
20200326,11261.67,17062.15
20200327,11646.15,17644.66
20200330,11301.01,17546.16
20200331,10948.80,16999.31
20200401,10550.59,16381.05
20200402,10275.01,15953.17
20200403,10260.76,15931.05
20200406,10696.37,16607.39
20200407,10893.06,16912.78
20200408,10958.41,17014.24
20200409,10907.82,16935.68
20200410,11049.57,17155.77
20200413,10818.85,16797.55
20200414,10953.06,17005.93
20200415,10857.35,16857.32
20200416,10714.60,16635.69
20200417,10817.28,16795.11
20200420,10792.16,16756.12
20200421,10708.39,16626.05
20200422,10625.61,16497.53
20200423,10854.09,16852.27
20200424,10839.25,16829.23
20200427,11076.14,17197.02
20200428,11085.07,17210.89
20200430,11304.92,17552.24
20200501,10938.55,16983.40
20200507,10797.52,16764.44
20200508,11107.91,17246.36
20200511,11419.22,17729.70
20200512,11268.37,17495.49
20200513,11193.20,17378.78
20200514,10904.66,16930.78
20200515,10941.64,16988.20
20200518,10957.37,17012.61
20200519,11287.16,17524.67
20200520,11307.56,17556.33
20200521,11313.76,17565.96
20200522,11087.11,17214.05
20200525,11301.75,17547.31
20200526,11597.93,18007.17
20200527,11909.44,18490.82
20200528,12143.67,18854.50
20200529,11907.76,18455.08
20200601,11858.14,18378.18
20200602,12031.51,18646.87
20200603,12239.52,18969.26
20200604,12217.28,18934.80
20200605,12429.09,19263.06
20200608,12773.19,19796.37
20200609,12688.21,19664.66
20200610,12574.02,19487.68
20200611,12093.88,18743.54
20200612,11934.16,18496.00
20200615,11590.40,17963.23
20200616,12167.06,18856.96
20200617,12025.91,18638.20
20200618,11940.09,18505.18
20200619,11886.79,18422.59
20200622,11829.79,18334.24
20200623,11876.20,18406.17
20200624,11767.83,18238.21
20200625,11513.92,17844.69
20200626,11602.03,17981.26
20200629,11293.97,17569.49
20200630,11429.03,17776.90
20200701,11280.47,17545.82
20200702,11358.43,17667.08
20200703,11345.55,17647.05
20200706,11582.76,18016.00
20200707,11467.79,17837.19
20200708,11356.39,17663.90
20200709,11283.44,17550.45
20200710,11072.52,17222.37
20200713,11413.63,17752.95
20200714,11443.81,17799.88
20200715,11599.31,18041.75
20200716,11676.93,18162.49
20200717,11543.60,17955.09
20200720,11554.88,17972.65
20200721,11434.93,17786.07
20200722,11432.64,17782.51
20200727,11417.96,17759.68
20200728,11331.28,17624.86
20200729,11130.80,17313.03
20200730,10981.97,17090.62
20200731,10530.36,16378.40
20200803,10738.16,16701.61
20200804,11035.51,17164.10
20200805,11015.65,17133.21
20200806,11045.85,17180.17
20200807,11038.74,17169.11
20200811,11421.94,17765.13
20200812,11628.38,18086.21
20200813,11679.64,18165.95
20200814,11640.29,18104.75
20200817,11565.18,17987.91
20200818,11515.04,17909.94
20200819,11561.09,17981.56
20200820,11496.15,17880.56
20200821,11517.36,17913.53
20200824,11518.13,17914.74
20200825,11737.80,18256.40
20200826,11726.74,18239.20
20200827,11591.85,18029.40
20200828,11666.09,18144.86
20200831,11738.81,18253.70
20200901,11695.74,18186.72
20200902,11684.43,18169.14
20200903,11780.28,18318.18
20200904,11770.95,18303.67
20200907,11763.37,18291.89
20200908,11805.65,18357.63
20200909,11642.59,18104.07
20200910,11799.29,18347.74
20200911,11836.43,18405.49
20200914,11921.38,18537.58
20200915,11858.87,18440.38
20200916,11777.58,18313.98
20200917,11734.16,18246.47
20200918,11706.77,18203.87
20200923,11633.55,18090.02
20200924,11532.29,17932.55
20200925,11537.72,17941.00
20200928,11732.64,18244.10
20200929,11610.35,18392.90
20200930,11423.94,18097.60
20201001,11423.94,18097.60
20201002,11370.34,18012.68
20201005,11601.44,18378.80
20201006,11709.20,18549.49
20201007,11720.52,18567.42
20201008,11714.05,18557.18
20201009,11628.47,18421.61
20201012,11572.42,18332.82
20201013,11613.43,18397.79
20201014,11511.42,18236.18
20201015,11493.70,18208.11
20201016,11423.12,18096.30
20201019,11535.88,18274.93
20201020,11429.52,18106.43
20201021,11584.86,18352.52
20201022,11482.55,18190.44
20201023,11603.53,18382.10
20201026,11595.10,18368.75
20201027,11532.93,18270.25
20201028,11331.14,17950.58
20201029,11302.02,17904.45
20201030,11124.53,17625.33
20201102,11415.87,18086.93
20201104,11495.26,18212.71
20201105,11448.11,18137.99
20201106,11561.01,18316.88
20201109,11665.23,18481.99
20201110,12094.53,19162.17
20201111,12351.20,19568.84
20201112,12198.47,19326.85
20201113,11994.60,19003.85
20201116,12242.56,19396.70
20201117,12415.40,19670.55
20201118,12290.41,19472.51
20201119,12325.14,19527.55
20201120,12246.54,19403.00
20201124,12425.15,19685.99
20201125,12479.43,19771.99
20201126,12416.51,19672.31
20201127,12425.63,19686.76
20201130,12075.42,19137.14
20201201,12201.98,19337.71
20201202,12343.69,19562.29
20201203,12384.32,19626.69
20201204,12405.04,19659.53
20201207,12358.00,19584.96
20201208,12309.41,19507.96
20201209,12391.68,19638.35
20201210,12361.38,19590.32
20201211,12403.45,19657.00
20201214,12455.74,19739.87
20201215,12354.66,19579.67
20201216,12421.22,19685.15
20201217,12420.65,19684.26
20201218,12509.50,19825.06
20201221,12470.52,19763.30
20201222,12278.36,19458.76
20201223,12198.68,19332.48
20201224,12260.15,19429.90
20201225,12329.65,19540.05
20201228,12357.57,19584.29
20201229,12496.52,19839.22
20201230,12411.10,19703.62
20210104,12339.19,19589.46
20210105,12328.81,19572.98
20210106,12584.90,19979.54
20210107,12908.54,20493.35
20210108,13069.64,20749.10
20210112,13101.55,20799.75
20210113,13211.28,20973.96
20210114,13251.58,21037.94
20210115,13196.09,20949.86
20210118,13041.37,20704.22
20210119,13078.25,20762.78
20210120,13039.88,20701.85
20210121,13067.83,20746.23
20210122,13005.39,20647.10
20210125,13055.83,20727.17
20210126,13012.53,20658.44
20210127,13076.40,20759.84
20210128,12951.14,20566.66
20210129,12790.71,20311.90
20210201,12878.51,20451.33
20210202,12891.74,20472.33
20210203,13148.05,20879.35
20210204,13223.19,20998.67
20210205,13421.85,21314.16
20210208,13730.17,21803.77
20210209,13707.52,21767.81
20210210,13766.91,21862.12
20210212,13815.96,21940.02
20210215,13945.52,22145.76
20210216,14070.06,22343.53
20210217,14155.66,22479.47
20210218,13955.41,22161.47
20210219,13832.32,21965.99
20210222,13958.84,22166.90
20210224,13928.03,22117.98
20210225,14099.61,22390.45
20210226,13768.53,21868.32
20210301,13965.54,22181.22
20210302,13890.32,22061.75
20210303,14029.54,22282.87
20210304,13983.72,22210.09
20210305,14063.21,22336.36
20210308,14283.86,22686.80
20210309,14548.93,23107.82
20210310,14558.47,23122.97
20210311,14580.60,23158.12
20210312,14686.77,23326.75
20210315,14879.94,23633.55
20210316,14879.18,23632.35
20210317,14889.09,23648.08
20210318,15160.75,24079.55
20210319,15325.04,24340.49
20210322,15275.49,24261.80
20210323,15132.29,24034.35
20210324,14732.86,23399.95
20210325,15055.49,23912.38
20210326,15244.90,24213.22
20210329,15083.60,23957.02
20210330,14849.12,24068.94
20210331,14549.47,23583.57
20210401,14495.68,23496.38
20210402,14383.10,23313.89
20210405,14620.15,23698.13
20210406,14425.01,23381.82
20210407,14501.27,23505.43
20210408,14317.53,23207.61
20210409,14350.39,23260.87
20210412,14358.08,23273.33
20210413,14362.77,23280.93
20210414,14269.87,23130.34
20210415,14377.88,23305.43
20210416,14408.96,23355.81
20210419,14358.14,23273.43
20210420,14160.20,22952.59
20210421,13910.59,22547.98
20210422,14013.89,22715.43
20210423,13989.81,22676.39
20210426,13990.98,22678.30
20210427,13971.11,22646.08
20210428,14076.63,22817.13
20210430,14010.00,22722.48
20210506,14370.71,23307.51
20210507,14474.07,23475.14
20210510,14581.16,23648.84
20210511,14369.60,23305.71
20210512,14165.87,22975.28
20210513,14088.49,22849.79
20210514,14418.53,23385.07
20210517,14431.67,23406.37
20210518,14682.14,23812.61
20210519,14636.52,23738.62
20210520,14599.65,23678.82
20210521,14551.88,23601.35
20210524,14662.72,23781.11
20210525,14678.85,23807.27
20210526,14568.27,23627.92
20210527,14473.33,23473.94
20210528,14777.85,23967.83
20210531,14545.31,23598.69
20210601,14597.70,23683.68
20210602,14770.56,23964.14
20210603,14838.82,24074.89
20210604,14875.59,24134.54
20210607,14876.51,24136.03
20210608,14888.98,24156.26
20210609,14780.55,23980.35
20210610,14745.13,23922.88
20210611,14662.94,23789.53
20210614,14681.01,23818.85
20210615,14719.65,23881.54
20210616,14774.11,23969.89
20210617,14763.19,23952.18
20210618,14440.71,23428.98
20210621,14108.16,22889.43
20210622,14596.08,23681.06
20210623,14509.76,23541.00
20210624,14530.22,23574.21
20210625,14615.99,23713.35
20210628,14665.35,23793.44
20210629,14427.56,23447.41
20210630,14391.80,23389.30
20210701,14367.84,23350.36
20210702,14535.15,23622.26
20210705,14446.40,23478.04
20210706,14508.43,23578.84
20210707,14258.84,23173.21
20210708,14142.57,22984.26
20210709,14126.61,22958.32
20210712,14341.91,23308.22
20210713,14553.00,23651.27
20210714,14509.82,23581.10
20210715,14357.47,23333.51
20210716,14349.88,23321.17
20210719,14204.52,23084.93
20210720,14060.27,22850.50
20210721,14125.99,22957.31
20210726,14247.68,23155.07
20210727,14352.73,23325.79
20210728,14320.46,23273.36
20210729,14304.39,23253.18
20210730,14211.55,23102.27
20210802,14579.07,23699.70
20210803,14510.93,23588.94
20210804,14482.01,23541.93
20210805,14589.09,23716.00
20210806,14647.65,23811.18
20210810,14678.25,23860.93
20210811,14972.52,24339.30
20210812,15011.40,24402.49
20210813,14994.13,24374.43
20210816,14831.07,24109.35
20210817,14766.90,24005.05
20210818,14807.25,24070.64
20210819,14482.15,23542.15
20210820,14299.83,23245.76
20210823,14499.11,23569.73
20210824,14625.31,23774.87
20210825,14669.12,23846.09
20210826,14743.17,23966.46
20210827,14802.00,24062.09
20210830,15011.52,24402.69
20210831,15035.35,24447.31
20210901,15202.15,24718.52
20210902,15205.43,24723.86
20210903,15425.28,25081.32
20210906,15614.97,25389.76
20210907,15697.87,25524.57
20210908,15795.84,25683.85
20210909,15719.93,25560.43
20210910,15896.51,25847.54
20210913,15992.40,26003.45
20210914,16206.99,26352.38
20210915,16026.12,26058.29
20210916,16051.81,26100.07
20210917,16058.00,26110.12
20210921,15764.67,25633.17
20210922,15644.52,25437.82
20210924,16076.56,26140.30
20210927,16148.02,26256.49
20210928,16175.24,26300.76
20210929,15757.86,26099.67
20210930,15544.24,25745.85
20211001,15279.87,25307.97
20211004,15250.98,25260.12
20211005,15300.79,25342.61
20211006,15482.01,25642.77
20211007,15381.64,25476.53
20211008,15418.25,25537.17
20211011,15667.84,25950.57
20211012,15693.53,25993.11
20211013,15575.31,25797.30
20211014,15406.41,25517.55
20211015,15643.65,25910.49
20211018,15694.69,25995.03
20211019,15640.46,25905.21
20211020,15652.98,25925.95
20211021,15508.03,25685.88
20211022,15408.84,25521.59
20211025,15374.39,25464.52
20211026,15556.84,25766.71
20211027,15521.59,25708.34
20211028,15305.71,25350.76
20211029,15376.92,25472.26
20211101,15677.73,25970.56
20211102,15539.06,25740.85
20211104,15512.87,25697.47
20211105,15154.07,25103.10
20211108,15137.08,25074.96
20211109,14995.68,24840.73
20211110,14930.31,24732.44
20211111,14970.54,24799.08
20211112,15135.85,25072.93
20211115,15049.90,24930.54
20211116,15002.89,24852.68
20211117,14916.41,24709.42
20211118,14742.74,24421.73
20211119,14797.75,24512.85
20211122,14876.41,24643.16
20211124,14883.84,24655.46
20211125,14987.48,24827.15
20211126,14727.53,24396.53
20211129,14531.96,24072.57
20211130,14333.42,23760.67
20211201,14465.88,23980.25
20211202,14588.20,24183.01
20211203,14923.20,24738.35
20211206,14932.25,24753.35
20211207,15306.09,25373.07
20211208,15253.02,25285.09
20211209,15150.50,25115.15
20211210,15087.58,25010.84
20211213,15167.93,25144.04
20211214,15184.96,25172.27
20211215,15236.08,25257.01
20211216,15479.94,25661.26
20211217,15442.65,25599.45
20211220,15077.57,24994.24
20211221,15282.69,25334.28
20211222,15298.68,25360.79
20211223,15478.94,25659.61
20211224,15428.71,25576.33
20211227,15381.92,25498.77
20211228,15495.17,25686.51
20211229,15530.32,25787.53
20211230,15512.18,25757.41
20220104,15887.30,26380.30
20220105,16136.63,26794.29
20220106,16070.47,26684.43
20220107,16271.33,27017.97
20220111,16426.95,27276.35
20220112,16678.03,27693.27
20220113,16849.32,27977.69
20220114,16806.94,27907.32
20220117,16837.21,27957.58
20220118,16639.65,27629.54
20220119,16127.77,26779.58
20220120,16010.51,26584.87
20220121,15884.72,26376.00
20220124,16060.82,26668.42
20220125,15720.77,26103.78
20220126,15735.96,26128.99
20220127,15561.06,25838.57
20220128,15833.83,26297.58
20220131,16020.09,26606.94
20220201,16130.94,26791.04
20220202,16327.00,27116.66
20220203,16277.63,27034.66
20220204,16500.79,27405.30
20220207,16542.61,27474.77
20220208,16753.72,27825.38
20220209,16835.71,27961.55
20220210,16894.19,28058.67
20220214,16869.57,28017.78
20220215,16577.35,27532.45
20220216,16857.97,27998.53
20220217,16842.43,27972.72
20220218,16901.00,28070.00
20220221,16823.53,27941.33
20220222,16474.32,27361.34
20220224,16357.22,27166.86
20220225,16434.97,27295.99
20220228,16707.72,27758.27
20220301,16867.95,28024.48
20220302,16693.96,27735.41
20220303,17181.89,28546.06
20220304,17094.80,28401.38
20220307,17051.06,28328.70
20220308,16262.89,27019.24
20220309,16257.30,27009.94
20220310,16932.50,28131.72
20220311,17001.45,28246.29
20220314,17269.61,28691.80
20220315,17204.86,28584.23
20220316,17389.60,28891.16
20220317,17562.19,29177.90
20220318,17703.33,29412.38
20220322,18017.08,29933.66
20220323,18055.64,29997.71
20220324,17723.13,29445.28
20220325,17750.31,29490.44
20220328,17686.19,29383.90
20220329,17780.53,29540.64
20220330,17117.88,29478.02
20220331,17114.92,29473.19
20220401,16923.22,29143.07
20220404,17019.68,29309.19
20220405,16730.65,28811.45
20220406,16412.10,28262.89
20220407,16202.54,27902.00
20220408,16201.17,27899.65
20220411,16373.49,28196.39
20220412,16133.71,27783.48
20220413,16314.12,28094.16
20220414,16576.47,28545.94
20220415,16592.75,28573.98
20220418,16615.36,28612.92
20220419,16898.84,29101.09
20220420,17007.57,29288.33
20220421,17014.70,29300.61
20220422,16825.78,28975.27
20220425,16486.19,28390.48
20220426,16359.30,28171.97
20220427,16378.65,28205.29
20220428,16619.72,28618.68
20220502,16796.03,28922.28
20220506,17029.09,29323.61
20220509,16949.80,29187.08
20220510,16759.69,28859.70
20220511,16754.73,28851.17
20220512,16640.69,28654.80
20220513,16864.17,29039.63
20220516,16778.24,28891.65
20220517,16931.38,29155.35
20220518,17079.44,29410.31
20220519,16850.24,29015.63
20220520,17061.22,29378.94
20220523,17311.70,29810.26
20220524,17312.81,29812.17
20220525,17385.75,29937.76
20220526,17466.44,30076.71
20220527,17781.28,30618.85
20220530,17721.29,30515.56
20220531,17581.82,30486.22
20220601,17842.73,30938.62
20220602,17826.69,30910.80
20220603,17850.76,30952.55
20220606,17841.64,30936.73
20220607,17989.43,31193.00
20220608,17973.22,31164.88
20220609,17624.34,30559.95
20220610,17520.83,30380.46
20220613,17309.48,30013.99
20220614,17299.79,29997.18
20220615,17237.78,29889.65
20220616,17247.90,29907.21
20220617,16965.92,29418.26
20220620,16648.90,28868.57
20220621,16991.64,29462.86
20220622,16838.70,29197.68
20220623,16740.11,29026.72
20220624,16755.16,29052.82
20220627,17104.05,29657.78
20220628,17307.52,30010.59
20220629,17121.43,29769.90
20220630,16933.65,29443.41
20220701,16744.92,29115.24
20220704,16923.81,29426.29
20220705,16930.21,29437.41
20220706,16578.83,28826.45
20220707,16683.57,29008.58
20220708,16914.26,29409.69
20220711,17085.55,29707.52
20220712,16903.78,29391.46
20220713,16945.59,29464.15
20220714,16993.45,29547.37
20220715,16886.79,29361.92
20220719,17219.98,29941.25
20220720,17442.91,30328.87
20220721,17434.78,30314.75
20220722,17620.80,30638.17
20220725,17632.15,30657.91
20220726,17609.35,30618.26
20220727,17678.16,30737.91
20220728,17759.23,30886.38
20220729,17728.89,30833.62
20220801,17915.45,31158.09
20220802,17730.68,30836.73
20220803,17669.57,30730.45
20220804,17591.47,30594.63
20220805,17711.03,30802.57
20220808,17783.72,30928.99
20220809,17759.57,30886.99
20220810,17803.86,30964.01
20220812,18066.92,31421.51
20220815,17996.49,31299.03
20220816,17774.96,30913.76
20220817,18113.47,31502.47
20220818,18022.54,31344.33
20220819,18096.33,31472.67
20220822,18132.45,31535.48
20220823,18068.43,31424.15
20220824,18104.50,31486.87
20220825,18178.30,31615.23
20220826,18215.86,31680.54
20220829,18058.96,31407.67
20220830,18233.01,31710.38
20220831,18117.74,31518.30
20220901,17883.67,31111.12
20220902,17838.34,31032.26
20220905,17852.57,31057.00
20220906,17831.85,31020.96
20220907,17518.06,30475.08
20220908,17844.94,31043.73
20220909,18025.95,31358.63
20220912,18032.11,31369.35
20220913,18096.62,31481.57
20220914,17952.24,31230.41
20220915,17944.57,31217.05
20220916,17885.79,31114.80
20220920,17911.12,31158.86
20220921,17839.56,31034.37
20220922,17786.19,30941.54
20220926,17217.74,29952.64
20220927,17241.00,29993.10
20220928,16949.21,29485.50
20220929,16492.72,29702.82
20220930,16240.59,29249.55
20221003,16388.96,29516.76
20221004,16846.89,30341.51
20221005,16844.78,30337.71
20221006,16932.84,30496.30
20221007,16753.09,30172.57
20221011,16686.76,30053.12
20221012,16624.96,29941.80
20221013,16613.90,29921.88
20221014,16911.68,30458.20
20221017,16880.92,30402.80
20221018,16964.27,30552.91
20221019,16989.59,30598.51
20221020,16917.62,30468.89
20221021,16825.05,30302.17
20221024,16976.43,30574.81
20221025,17219.20,31012.04
20221026,17109.51,30814.50
20221027,16850.88,30348.70
20221028,16749.28,30165.71
20221031,16974.16,30570.42
20221101,17033.70,30677.66
20221102,17173.69,30929.77
20221104,16974.66,30571.33
20221107,17225.14,31022.44
20221108,17457.56,31441.04
20221109,17562.17,31629.43
20221110,17526.77,31565.67
20221111,17628.12,31748.20
20221114,17390.75,31320.70
20221115,17591.26,31681.83
20221116,17561.31,31627.89
20221117,17594.52,31687.70
20221118,17539.61,31588.80
20221121,17598.15,31694.23
20221122,17832.03,32115.45
20221124,18151.27,32690.40
20221125,18195.49,32770.04
20221128,18010.86,32437.53
20221129,17991.01,32401.76
20221130,18105.44,32650.76
20221201,17981.18,32426.68
20221202,17686.40,31895.08
20221205,17558.36,31664.18
20221206,17699.14,31918.06
20221207,17697.22,31914.60
20221208,17689.80,31901.22
20221209,17779.18,32062.40
20221212,17788.67,32079.51
20221213,17959.35,32387.32
20221214,18027.93,32510.98
20221215,18128.36,32692.09
20221216,18042.26,32536.84
20221219,17898.18,32277.00
20221220,18014.09,32486.03
20221221,18033.04,32520.21
20221222,18298.07,32998.16
20221223,18292.42,32987.96
20221226,18334.34,33063.55
20221227,18422.94,33223.34
20221228,18418.83,33215.92
20221229,18076.87,32692.71
20221230,18122.00,32774.33
20230104,17830.08,32246.39
20230105,17726.83,32059.66
20230106,17876.90,32331.07
20230110,17934.08,32434.48
20230111,18120.09,32770.89
20230112,18291.67,33081.19
20230113,18415.28,33304.75
20230116,18134.08,32796.19
20230117,18284.79,33068.75
20230118,18490.50,33440.79
20230119,18285.39,33069.84
20230120,18509.84,33475.75
20230123,18638.95,33709.25
20230124,18798.14,33997.16
20230125,18946.58,34265.62
20230126,18822.69,34041.56
20230127,18830.46,34055.62
20230130,18758.47,33936.92
20230131,18676.29,33788.25
20230201,18803.34,34018.10
20230202,18567.69,33591.77
20230203,18628.52,33701.84
20230206,18917.74,34225.07
20230207,18976.31,34331.04
20230208,19002.58,34378.57
20230209,19048.43,34461.51
20230210,19145.60,34637.31
20230213,19239.20,34806.65
20230214,19385.50,35071.33
20230215,19506.78,35290.75
20230216,19626.64,35507.59
20230217,19676.37,35597.56
20230220,19795.43,35812.95
20230221,19895.76,35994.47
20230222,19784.24,35792.70
20230224,19958.34,36107.68
20230227,20148.11,36451.00
20230228,19913.47,36035.78
20230301,20009.06,36208.77
20230302,20014.40,36218.42
20230303,20176.78,36512.27
20230306,20328.61,36787.03
20230307,20404.18,36923.78
20230308,20487.58,37074.70
20230309,20751.36,37552.04
20230310,20300.49,36736.15
20230313,19966.58,36131.90
20230314,19327.49,34975.38
20230315,19674.96,35604.17
20230316,19159.73,34671.80
20230317,19185.58,34718.58
20230320,18817.05,34051.68
20230322,19163.62,34678.83
20230323,19156.85,34666.59
20230324,19167.15,34685.24
20230327,19253.36,34841.24
20230328,19394.83,35097.25
20230329,19554.49,35386.17
20230330,19239.21,35888.19
20230331,19210.16,35835.55
20230403,19326.75,36053.05
20230404,19431.63,36248.70
20230405,19156.94,35736.27
20230406,18915.44,35285.76
20230407,19049.20,35535.29
20230410,19216.09,35846.61
20230411,19420.20,36227.37
20230412,19702.36,36753.72
20230413,19654.32,36664.11
20230414,19648.05,36652.41
20230417,19845.42,37020.59
20230418,19920.89,37161.39
20230419,19963.77,37241.38
20230420,19949.87,37215.44
20230421,19906.02,37133.64
20230424,19747.42,36837.78
20230425,19720.06,36786.75
20230426,19563.35,36494.41
20230427,19674.58,36701.90
20230428,19839.13,37010.94
20230501,19843.90,37019.83
20230502,19724.54,36797.18
20230508,19766.91,36876.22
20230509,20208.42,37699.87
20230510,20064.74,37431.83
20230511,19965.77,37247.19
20230512,19876.08,37079.88
20230515,20069.91,37441.48
20230516,19990.53,37293.39
20230517,19934.48,37188.81
20230518,20106.55,37509.82
20230519,20033.73,37373.99
20230522,20206.81,37696.88
20230523,20118.84,37532.75
20230524,20147.70,37586.59
20230525,19978.28,37270.54
20230526,19854.52,37039.65
20230529,20135.43,37563.71
20230530,20052.55,37409.08
20230531,19695.09,36760.97
20230601,19792.74,36943.23
20230602,19999.16,37328.51
20230605,20324.20,37935.21
20230606,20466.38,38200.58
20230607,20291.12,37873.45
20230608,20376.59,38032.99
20230609,20575.35,38403.98
20230612,20480.41,38226.76
20230613,20593.47,38437.80
20230614,20869.50,38953.00
20230615,20971.69,39143.74
20230616,20959.66,39121.30
20230619,20957.76,39117.75
20230620,20835.02,38888.65
20230621,21045.97,39282.39
20230622,21286.43,39731.20
20230623,21041.70,39274.42
20230626,21116.23,39413.52
20230627,21343.31,39837.38
20230628,21519.63,40166.47
20230629,21368.33,40005.86
20230630,21395.63,40056.97
20230703,21648.03,40529.52
20230704,21751.27,40722.80
20230705,21968.84,41130.14
20230706,21741.61,40704.71
20230707,21604.02,40447.11
20230710,21493.56,40240.30
20230711,21410.25,40084.34
20230712,21394.93,40055.65
20230713,21418.27,40099.35
20230714,21501.08,40254.39
20230718,21622.65,40481.99
20230719,21955.17,41104.53
20230720,21974.52,41140.77
20230721,21964.97,41122.88
20230724,22085.33,41348.23
20230725,22243.21,41643.81
20230726,22152.15,41473.32
20230727,22305.44,41760.31
20230728,22401.71,41955.77
20230731,22614.41,42355.99
20230801,22705.49,42526.59
20230802,22381.17,41919.16
20230803,22272.74,41716.06
20230804,22472.09,42089.45
20230807,22479.43,42103.20
20230808,22689.34,42496.35
20230809,22620.51,42367.43
20230810,23003.28,43084.35
20230814,22772.16,42651.46
20230815,22891.21,42874.44
20230816,22511.85,42163.90
20230817,22497.78,42137.55
20230818,22388.87,41933.57
20230821,22401.84,41957.86
20230822,22653.08,42428.43
20230823,22792.17,42688.94
20230824,22893.90,42879.48
20230825,22838.62,42775.94
20230828,23190.25,43434.53
20230829,23225.60,43500.74
20230830,23310.45,43659.66
20230831,23424.80,43887.45
20230901,23801.73,44593.65
20230904,24345.85,45613.10
20230905,24376.58,45670.66
20230906,24512.23,45924.80
20230907,24483.62,45871.20
20230908,24297.05,45521.67
20230911,24507.54,45916.03
20230912,24674.70,46229.20
20230913,24935.63,46718.08
20230914,25279.39,47362.12
20230915,25422.93,47631.04
20230919,25882.48,48492.04
20230920,25651.34,48058.98
20230921,25646.07,48049.11
20230922,25531.35,47834.18
20230925,25368.33,47528.75
20230926,25436.37,47656.23
20230927,25401.24,47590.41
20230928,25018.59,47625.57
20230929,24411.99,46470.85
20231002,24439.12,46522.48
20231003,23921.23,45536.64
20231004,23074.79,43925.35
20231005,23654.15,45028.22
20231006,23803.09,45311.75
20231010,24564.23,46760.65
20231011,24288.39,46235.56
20231012,24471.32,46583.78
20231013,24163.01,45996.90
20231016,24004.68,45695.48
20231017,24102.39,45881.49
20231018,24239.73,46142.93
20231019,23945.78,45583.36
20231020,23910.32,45515.86
20231023,23707.86,45130.45
20231024,23608.68,44941.65
20231025,23829.32,45361.67
20231026,23639.40,45000.15
20231027,24085.05,45848.49
20231030,23757.80,45225.52
20231031,23978.91,45649.93
20231101,24547.98,46733.31
20231102,24481.24,46606.24
20231106,24442.53,46532.54
20231107,24226.36,46121.02
20231108,23587.45,44904.69
20231109,23950.50,45595.84
20231110,24176.85,46026.76
20231113,24212.30,46094.25
20231114,24397.08,46446.03
20231115,24371.63,46397.58
20231116,24353.17,46362.43
20231117,24680.27,46985.16
20231120,24536.93,46712.27
20231121,24476.11,46596.49
20231122,24679.09,46982.91
20231124,24898.15,47399.93
20231127,24957.00,47511.98
20231128,24981.36,47558.35
20231129,24639.09,46906.74
20231130,24846.25,47315.06
20231201,24996.13,47600.50
20231204,24867.89,47356.27
20231205,24704.78,47045.67
20231206,25039.16,47682.43
20231207,24842.09,47307.15
20231208,24413.88,46491.69
20231211,24786.67,47201.62
20231212,24642.49,46927.05
20231213,24548.26,46747.61
20231214,23962.10,45631.36
20231215,24186.25,46058.22
20231218,24155.30,45999.28
20231219,24368.95,46406.15
20231220,24603.26,46852.33
20231221,24561.49,46772.80
20231222,24812.76,47251.29
20231225,24508.03,46670.99
20231226,24505.40,46665.99
20231227,24887.16,47392.98
20231228,24719.93,47211.37
20231229,24733.71,47237.68
20240104,25399.30,48508.87
20240105,25861.29,49391.20
20240109,25758.23,49194.37
20240110,25834.94,49340.87
20240111,26110.88,49867.88
20240112,26103.43,49853.65
20240115,26769.57,51125.88
20240116,26755.27,51098.58
20240117,26775.35,51136.91
20240118,26697.58,50988.40
20240119,26773.78,51133.91
20240122,27136.22,51826.12
20240123,27095.89,51749.10
20240124,27025.84,51615.32
20240125,27096.97,51751.17
20240126,26720.77,51032.68
20240129,27135.12,51824.02
20240130,27091.92,51758.96
20240131,27447.75,52439.12
20240201,27100.29,51775.30
20240202,26983.61,51552.38
20240205,27233.73,52030.24
20240206,26920.73,51432.24
20240207,27191.78,51950.08
20240208,27200.26,51966.28
20240209,27061.46,51701.12
20240213,27485.71,52511.64
20240214,27203.34,51972.18
20240215,27336.07,52225.76
20240216,27755.10,53026.32
20240219,28072.25,53632.23
20240220,28025.98,53543.84
20240221,27951.85,53402.22
20240222,28205.90,53887.57
20240226,28161.65,53803.04
20240227,28285.19,54039.05
20240228,28297.34,54062.27
20240229,28282.65,54037.40
20240301,28642.17,54724.31
20240304,28469.87,54395.10
20240305,28601.39,54646.38
20240306,28828.04,55079.44
20240307,28769.37,54967.34
20240308,28906.60,55229.52
20240311,28148.05,53780.24
20240312,28061.27,53614.43
20240313,28007.43,53511.55
20240314,28294.30,54059.66
20240315,28494.67,54442.49
20240318,28931.40,55276.91
20240319,29352.65,56081.77
20240321,29836.16,57005.57
20240322,30062.85,57438.69
20240325,29782.60,56903.22
20240326,29796.32,56929.44
20240327,29963.75,57249.33
20240328,29370.51,56927.05
20240329,29628.44,57428.52
20240401,28987.55,56186.30
20240402,29095.25,56395.04
20240403,29195.82,56589.98
