"Russell/Nomura “ú–{Š”ƒCƒ“ƒfƒbƒNƒX ŒŸw”’l (”z“–ŠÜ‚Ş), ‰~ƒx[ƒX"
¦ Prime:1996”N12Œ––=1000ASmall CoreAMicro:1999”N12Œ––=100A‚»‚êˆÈŠOF1979”N12Œ––=100
DATE,Total Market,Total Market Value,Total Market Growth,Large,Large Value,Large Growth,Top,Top Value,Top Growth,Mid,Mid Value,Mid Growth,Mid-Small,Mid-Small Value,Mid-Small Growth,Small,Small Value,Small Growth,Small Core,Small Core Value,Small Core Growth,Micro,Micro Value,Micro Growth,Prime,Prime Value,Prime Growth
200912,281.69,628.67,113.03,276.84,611.16,119.35,230.49,564.05,103.84,371.04,625.26,166.28,352.88,629.66,144.07,310.29,602.73,105.35,102.42,154.83, 37.06,114.72,149.06, 45.88,793.55,1038.77,567.79
201001,280.11,633.96,110.92,275.12,617.96,116.93,229.29,572.75,101.58,368.24,628.61,163.23,350.76,631.17,141.90,309.71,600.98,105.40,102.31,154.65, 37.02,114.34,148.14, 46.06,788.98,1047.93,557.02
201002,278.29,631.64,109.90,273.04,614.59,115.83,226.68,565.53,100.53,367.41,631.40,161.93,350.22,633.88,140.78,309.83,603.39,104.60,102.17,154.84, 36.78,114.78,149.51, 45.60,783.68,1043.67,551.91
201003,307.05,700.00,120.74,301.36,680.62,127.48,250.75,623.59,111.50,404.27,703.34,176.26,385.43,705.58,152.97,341.16,670.75,112.74,112.50,171.97, 39.78,126.39,166.49, 48.72,864.74,1156.48,606.56
201004,309.82,706.71,121.77,302.66,683.09,128.10,249.04,614.90,111.41,412.29,722.67,178.57,395.12,726.85,155.95,354.56,694.21,118.28,116.31,176.57, 41.72,132.75,174.90, 51.16,871.57,1165.70,611.31
201005,276.31,629.88,108.66,269.46,608.18,114.05,221.62,549.01, 98.87,367.29,641.06,159.68,353.14,646.88,140.06,319.62,621.46,108.27,105.03,158.17, 38.28,119.27,156.38, 46.56,777.10,1038.75,545.35
201006,264.60,599.62,104.66,257.25,575.16,109.76,210.33,515.28, 94.70,353.48,612.26,154.72,341.14,623.09,135.75,311.79,607.62,105.09,102.65,155.04, 37.20,115.89,152.19, 45.06,743.96,988.16,525.22
201007,267.21,603.12,106.09,260.74,581.30,111.51,214.59,525.04, 96.72,355.07,612.22,156.03,341.05,619.97,136.43,307.87,599.36,104.01,101.20,152.77, 36.71,114.81,150.41, 44.92,751.66,994.66,532.52
201008,253.32,571.16,100.68,247.37,551.68,105.76,205.36,503.56, 92.39,332.85,572.83,146.51,320.31,580.77,128.50,290.58,562.64, 99.34, 95.67,143.45, 35.18,108.01,141.13, 42.55,712.75,942.21,505.43
201009,263.28,589.13,105.39,257.27,568.35,110.87,213.15,514.73, 97.08,347.18,596.40,153.05,333.36,603.70,133.91,300.66,583.21,102.38, 99.13,148.60, 36.48,111.41,146.47, 43.18,740.89,971.66,529.24
201010,257.93,578.24,103.07,253.34,562.40,108.73,210.45,509.03, 95.73,340.59,590.64,148.92,324.02,588.74,129.68,285.12,553.13, 97.07, 94.57,142.15, 34.61,104.35,136.66, 40.86,726.66,955.42,517.86
201011,273.50,612.48,109.40,268.41,594.35,115.44,223.33,540.38,101.56,360.03,620.43,158.29,343.28,622.39,137.72,303.87,591.62,102.64,100.37,151.35, 36.50,112.18,147.45, 43.51,770.27,1011.31,549.68
201012,285.74,642.93,113.73,279.53,620.71,119.91,232.68,563.33,105.76,374.68,649.62,163.77,359.68,657.32,142.87,323.19,633.23,107.57,106.30,161.37, 38.13,120.30,158.84, 45.97,804.41,1060.88,571.38
201101,289.31,649.29,115.46,282.42,624.93,121.55,235.19,566.19,107.43,378.33,655.65,165.44,364.83,666.58,144.95,331.03,646.82,110.88,108.58,163.86, 39.41,123.85,163.83, 47.05,813.99,1070.19,580.04
201102,302.34,683.56,119.72,295.18,659.31,125.94,247.00,603.87,111.30,392.53,680.94,171.47,379.30,693.85,150.47,345.70,675.59,115.75,113.43,171.18, 41.18,129.25,171.08, 49.01,850.58,1126.78,601.38
201103,279.34,621.81,112.43,271.33,591.90,118.28,224.46,529.98,104.25,367.10,631.32,161.72,356.44,650.73,141.76,328.20,644.59,108.61,107.10,161.57, 38.91,123.99,166.13, 45.12,785.16,1022.76,564.80
201104,274.06,602.53,111.71,266.51,573.51,117.57,220.74,513.45,103.80,359.89,611.80,160.31,348.85,630.65,140.47,320.08,624.75,107.48,105.11,157.69, 38.61,119.49,159.20, 44.31,770.51,991.22,561.19
201105,269.79,591.30,110.31,262.17,562.76,115.91,216.84,505.47,101.78,354.81,597.65,159.42,344.16,617.30,139.93,316.23,613.33,107.76,104.14,154.94, 38.88,117.40,156.08, 43.86,758.61,972.86,554.21
201106,273.39,603.71,110.94,264.73,572.35,116.31,217.50,512.33,101.21,361.83,610.70,162.26,352.36,634.04,142.71,326.49,634.73,110.66,107.49,160.18, 40.00,121.29,161.79, 44.80,768.53,992.98,557.35
201107,270.87,595.11,110.48,261.98,562.58,115.78,215.47,502.66,101.07,357.49,601.78,160.71,349.15,627.41,141.64,325.47,631.92,110.64,107.21,159.47, 40.04,120.79,161.09, 44.65,761.36,978.54,555.04
201108,248.53,548.38,100.93,238.56,513.38,105.24,193.94,452.97, 90.89,331.09,558.60,148.53,326.40,588.48,131.87,310.17,601.55,105.71,101.47,150.71, 38.01,116.62,155.15, 43.46,697.85,900.38,506.80
201109,247.66,554.15, 99.15,236.79,516.56,103.21,190.07,449.70, 88.12,334.55,572.07,148.19,330.41,602.82,131.51,315.11,616.40,105.27,103.34,155.47, 37.74,117.94,157.27, 43.62,695.33,910.18,497.70
201110,248.94,547.02,101.52,239.46,513.04,106.04,195.33,453.63, 91.97,330.74,556.66,148.71,325.22,585.23,131.70,307.42,596.49,104.66,101.27,150.64, 37.82,114.09,151.87, 42.44,699.41,898.96,509.84
201111,237.46,520.12, 97.15,227.61,484.37,101.37,185.27,427.02, 87.76,315.32,527.64,142.54,311.92,560.82,126.45,298.45,580.39,101.08, 98.34,146.92, 36.41,110.71,147.18, 41.35,666.87,854.12,487.80
201112,237.68,522.27, 96.95,227.62,485.91,101.11,184.59,427.50, 87.07,316.88,530.84,143.12,313.59,564.64,126.94,300.38,585.12,101.40, 98.94,147.98, 36.56,111.49,148.62, 41.39,667.33,857.29,486.78
201201,245.91,547.60, 99.05,235.38,509.56,103.33,192.04,454.56, 88.83,325.09,545.81,146.56,322.74,584.56,129.87,311.79,613.12,103.31,101.81,153.55, 37.07,117.52,158.26, 42.62,690.09,898.18,497.28
201202,272.01,612.21,108.42,261.64,574.18,113.50,216.83,521.80, 98.76,353.77,598.37,158.56,349.83,637.45,139.92,334.44,662.37,109.22,109.02,165.83, 39.06,126.44,171.06, 45.36,763.70,1005.16,544.48
201203,280.94,627.77,112.78,269.64,586.67,117.85,222.76,528.61,102.80,366.16,619.25,164.13,363.26,661.26,145.43,350.27,689.99,115.65,114.43,172.76, 41.58,131.92,178.18, 47.51,788.63,1030.21,566.30
201204,264.71,581.30,108.04,253.65,541.27,112.71,208.91,487.04, 97.96,345.88,572.48,157.68,343.87,615.19,140.08,333.43,649.08,112.69,108.31,161.09, 40.42,126.85,170.00, 46.52,742.61,952.82,542.29
201205,236.80,513.50, 97.78,226.75,476.76,101.99,187.24,430.48, 88.88,308.11,501.68,142.22,307.02,543.13,126.45,299.52,580.46,102.10, 97.16,143.36, 36.76,114.22,153.19, 41.82,664.23,841.37,490.74
201206,253.33,552.71,104.02,242.71,514.16,108.50,200.99,467.01, 94.53,328.52,536.26,151.35,327.36,580.29,134.56,319.37,619.64,108.62,103.73,153.33, 39.13,121.52,163.06, 44.44,710.70,905.93,522.10
201207,242.23,520.57,100.84,231.80,482.70,105.08,192.48,442.40, 91.39,312.58,496.61,146.90,312.53,543.55,130.81,307.58,591.69,106.32, 99.94,145.84, 38.52,116.96,156.65, 42.95,679.49,852.76,506.18
201208,240.94,511.32,101.43,230.46,473.49,105.59,191.34,434.11, 91.87,310.83,486.86,147.54,311.06,534.41,131.67,306.87,584.50,108.02,100.01,144.13, 39.35,116.05,154.65, 43.12,675.92,837.48,509.17
201209,245.38,525.86,102.41,234.65,487.64,106.55,194.83,447.70, 92.53,316.46,500.33,149.23,316.84,548.10,133.27,312.93,597.53,109.67,102.33,148.06, 40.00,117.65,156.89, 43.65,688.45,861.70,514.05
201210,247.16,529.48,103.18,236.57,492.25,107.31,195.68,449.75, 92.91,320.73,508.85,150.87,320.07,553.11,134.76,313.46,595.20,110.97,102.64,147.67, 40.50,117.57,155.97, 44.13,693.51,867.95,517.88
201211,259.95,560.07,107.97,249.23,521.71,112.51,207.48,477.02, 98.49,334.89,538.69,155.98,333.91,583.54,139.12,326.25,624.31,113.88,106.38,154.61, 41.28,123.29,164.07, 45.96,729.54,918.37,541.99
201212,285.77,631.02,115.91,274.36,590.36,121.01,229.64,541.96,106.87,365.89,606.59,165.44,364.56,653.15,147.29,355.56,691.09,119.56,115.82,171.13, 43.37,134.58,181.65, 48.17,802.13,1035.40,581.96
201301,312.52,692.98,126.23,299.93,649.20,131.61,253.86,611.81,116.21,393.62,645.32,179.98,394.24,701.31,160.73,389.78,754.70,132.32,126.37,186.36, 47.52,148.69,199.22, 54.37,876.80,1137.09,633.24
201302,324.48,718.93,131.17,311.23,672.55,136.77,262.68,630.00,120.71,410.14,673.76,187.16,410.79,732.11,167.09,406.17,787.63,137.36,131.89,195.81, 48.84,154.54,205.76, 57.52,910.23,1180.10,657.58
201303,347.33,763.29,141.54,332.33,711.52,147.21,278.48,657.17,129.61,442.44,725.61,202.23,444.11,788.51,181.49,441.54,848.42,152.70,142.38,210.03, 53.50,169.91,223.09, 65.69,973.79,1251.89,709.27
201304,391.03,863.08,158.67,374.51,808.69,164.68,314.17,745.73,145.56,497.84,826.33,224.85,498.93,889.06,202.97,494.03,939.35,175.14,158.79,232.75, 60.54,191.09,246.66, 77.17,1096.09,1416.82,794.16
201305,381.84,840.23,155.41,366.54,790.67,161.32,306.00,729.38,141.31,490.61,807.54,223.45,488.49,862.26,201.08,475.56,898.09,171.24,152.15,221.83, 58.69,185.30,236.97, 76.55,1069.91,1379.78,776.94
201306,381.08,839.51,154.92,367.24,793.98,161.31,307.49,735.15,141.66,489.50,807.21,222.54,484.10,855.37,199.03,462.86,878.04,164.97,149.96,218.68, 57.81,176.76,228.72, 70.96,1069.22,1380.09,775.79
201307,380.48,841.11,154.14,365.97,793.70,160.32,306.63,737.12,140.65,487.37,803.85,221.53,483.94,856.47,198.57,467.74,888.45,166.22,151.79,221.09, 58.67,178.15,231.75, 70.57,1067.39,1381.93,772.17
201308,371.82,823.83,150.30,357.49,776.68,156.36,300.31,723.79,137.46,474.30,783.22,215.33,471.87,837.12,193.04,458.43,873.60,161.68,149.19,217.32, 57.66,173.78,228.00, 67.34,1043.28,1353.30,753.33
201309,404.13,898.11,162.86,387.46,843.39,169.18,323.76,782.38,147.88,517.94,855.38,235.11,517.14,918.99,211.11,507.20,968.41,178.07,163.64,238.57, 63.13,195.02,256.60, 75.00,1132.90,1473.49,815.88
201310,403.72,893.10,163.45,387.15,837.76,169.93,324.18,776.63,149.10,516.02,850.38,234.74,515.42,915.18,210.62,505.99,967.49,177.05,163.97,238.43, 63.61,193.16,256.21, 72.68,1132.08,1464.77,819.45
201311,426.25,938.95,173.29,409.78,882.26,180.65,343.71,816.50,159.14,544.85,897.45,247.98,541.84,962.18,221.40,525.82,1009.97,182.02,171.50,251.20, 65.48,198.55,263.60, 74.52,1195.97,1541.20,869.10
201312,441.52,971.44,179.71,424.59,912.27,187.52,357.39,844.78,166.13,561.44,927.22,254.79,558.96,995.43,227.54,543.72,1047.27,187.23,177.19,260.70, 67.16,205.63,272.93, 77.24,1238.70,1594.53,901.11
201401,414.57,911.05,168.95,396.32,849.83,175.35,329.30,777.89,153.15,534.64,876.90,244.45,535.33,947.64,219.61,527.05,1008.18,183.84,170.85,248.27, 66.06,201.41,267.54, 75.50,1162.15,1493.65,846.74
201402,411.72,900.98,168.49,394.71,841.33,175.57,326.79,765.47,152.98,535.37,874.84,245.76,532.05,940.91,218.54,515.57,993.00,177.55,167.21,244.86, 63.86,196.83,262.94, 72.73,1154.72,1477.58,844.96
201403,412.20,900.73,168.93,394.07,836.68,175.89,326.65,762.27,153.37,533.52,868.56,245.90,533.55,943.62,219.14,523.94,1012.81,179.19,168.98,247.75, 64.41,202.17,271.73, 73.52,1155.72,1476.10,847.24
201404,398.69,873.75,162.93,380.88,809.56,169.84,314.52,731.44,148.07,518.58,849.25,237.51,518.42,923.17,211.07,508.69,991.81,171.14,164.55,244.17, 61.50,195.16,263.31, 70.27,1117.96,1432.14,817.19
201405,412.20,903.87,168.35,394.42,841.18,175.36,325.09,761.26,152.23,538.53,880.60,247.04,536.13,950.48,219.52,521.44,1009.13,177.95,169.55,249.55, 64.22,198.06,265.93, 72.23,1156.25,1482.66,844.36
201406,433.40,952.43,176.62,413.52,883.89,183.48,340.00,799.15,158.75,566.68,926.42,260.01,566.73,1004.49,232.12,556.57,1074.61,190.77,180.32,264.51, 68.68,212.90,285.39, 77.96,1214.94,1561.28,885.34
201407,442.77,969.60,181.08,422.85,899.43,188.43,346.32,809.51,162.39,582.82,948.04,268.88,580.72,1026.54,238.68,565.90,1095.74,192.93,183.01,269.34, 69.33,217.23,291.65, 79.22,1241.34,1589.42,907.81
201408,438.86,962.59,179.19,417.95,889.78,186.11,340.69,797.59,159.56,580.08,942.54,267.93,579.92,1025.07,238.36,569.07,1102.16,193.92,183.13,268.59, 69.77,220.52,297.55, 79.38,1229.66,1576.68,898.03
201409,458.54,997.45,188.77,438.35,924.23,196.85,360.24,829.09,170.91,601.16,978.15,277.25,598.76,1059.63,245.72,582.99,1131.93,197.72,187.26,275.16, 71.12,226.72,306.82, 80.99,1285.25,1633.94,946.46
201410,461.15,995.82,191.19,441.91,924.57,199.77,362.87,824.46,173.80,606.77,985.60,280.35,601.17,1061.10,247.55,578.81,1121.73,197.00,186.80,273.63, 71.31,223.05,302.35, 79.31,1293.23,1632.00,959.08
201411,487.71,1051.07,202.59,468.55,978.74,212.10,384.69,871.29,184.68,643.46,1045.50,297.21,634.25,1118.89,261.35,603.90,1170.85,205.38,195.79,287.75, 74.34,230.69,311.75, 82.71,1368.26,1723.65,1016.42
201412,486.80,1052.14,201.65,466.20,975.63,210.69,378.86,858.51,181.80,649.38,1057.83,299.20,641.68,1135.51,263.49,615.11,1195.75,208.23,199.43,293.18, 75.68,234.95,319.53, 83.21,1365.07,1724.06,1011.56
201501,489.55,1048.99,204.49,468.71,970.93,213.73,376.71,845.24,182.27,662.62,1066.99,308.68,652.52,1144.23,270.68,619.69,1202.48,210.44,201.33,295.26, 76.71,235.89,320.61, 83.64,1373.08,1718.98,1026.04
201502,527.11,1146.90,216.93,506.31,1069.02,227.01,409.78,948.19,193.16,709.13,1147.37,328.86,695.56,1223.78,287.47,653.41,1271.52,220.80,213.95,314.38, 81.26,245.46,335.34, 86.16,1479.98,1882.72,1089.09
201503,538.46,1152.91,225.08,517.32,1072.46,235.74,417.78,947.88,200.27,726.69,1156.30,342.28,711.94,1236.16,298.51,666.62,1290.68,227.23,218.21,319.29, 83.43,250.56,340.10, 89.07,1511.81,1892.03,1130.05
201504,556.20,1217.05,227.65,535.36,1138.06,238.58,436.92,1016.64,204.97,741.38,1210.22,340.95,726.36,1286.82,297.91,680.16,1328.20,228.45,222.44,329.31, 83.47,256.03,348.75, 90.39,1561.98,1998.94,1142.83
201505,584.94,1298.90,235.90,563.31,1218.52,247.02,459.33,1087.56,212.17,781.02,1297.28,353.13,764.16,1370.50,309.08,712.88,1394.88,238.60,234.24,347.12, 87.74,266.21,364.08, 93.25,1643.32,2135.12,1184.38
201506,570.50,1259.39,231.45,547.14,1176.04,241.36,443.94,1047.62,205.68,763.73,1255.21,348.92,752.10,1336.55,307.40,714.32,1383.70,243.29,234.32,342.73, 89.66,267.51,363.90, 94.69,1601.60,2068.50,1161.26
201507,580.58,1282.58,235.37,557.12,1201.83,244.93,447.83,1066.07,205.83,787.43,1289.76,360.94,772.03,1362.11,318.09,724.36,1385.37,252.05,237.75,342.99, 92.95,271.00,364.60, 97.97,1629.89,2107.51,1180.38
201508,537.81,1183.39,218.91,514.26,1103.25,227.26,411.50,973.69,190.18,731.22,1191.69,336.79,720.76,1268.02,297.91,686.29,1310.80,239.33,224.79,322.48, 88.64,257.66,348.46, 92.24,1509.14,1942.77,1097.75
201509,497.50,1099.97,201.52,473.57,1019.52,208.59,375.91,891.65,173.35,680.38,1113.96,312.00,674.68,1193.79,277.10,652.89,1252.83,225.94,213.01,307.83, 83.05,246.79,333.71, 88.37,1394.94,1804.38,1009.85
201510,549.63,1212.75,223.09,525.74,1128.56,232.19,420.51,990.50,195.14,747.95,1227.65,342.16,736.65,1307.81,301.42,699.86,1355.31,238.50,230.40,335.95, 88.60,260.46,356.00, 91.36,1542.70,1991.22,1119.22
201511,557.36,1216.08,228.76,531.29,1125.43,237.51,422.89,983.27,198.51,760.64,1231.23,352.59,752.92,1322.63,311.71,725.15,1394.98,249.91,238.12,344.05, 92.87,271.08,369.37, 95.66,1563.50,1994.79,1147.32
201512,546.65,1187.79,225.22,520.76,1098.44,233.62,414.63,963.81,194.67,745.28,1194.99,348.16,738.71,1287.90,308.10,714.04,1367.09,248.00,234.77,337.82, 92.14,266.30,360.79, 94.98,1533.29,1948.20,1129.32
201601,506.22,1084.62,211.19,481.58,998.74,219.04,380.12,867.48,181.20,696.92,1100.96,329.47,690.52,1190.68,291.09,666.80,1272.46,232.83,219.68,315.47, 86.48,247.76,333.92, 89.23,1419.74,1778.33,1058.98
201602,459.62,958.76,196.21,436.41,878.52,203.16,344.11,759.59,168.37,632.38,974.07,304.85,628.66,1060.91,270.41,612.51,1149.18,219.69,201.70,283.67, 81.87,227.79,303.84, 83.62,1288.39,1570.61,983.45
201603,481.69,1007.30,205.21,455.89,922.28,211.42,359.54,802.20,174.48,660.45,1015.01,318.94,660.69,1109.87,285.41,654.60,1211.43,239.74,214.16,297.29, 88.54,246.38,323.49, 93.00,1349.27,1649.50,1027.47
201604,479.51,1001.86,204.42,454.23,916.35,211.10,358.50,796.16,174.59,657.42,1009.89,317.60,656.70,1105.82,283.05,648.14,1210.30,234.18,213.12,299.15, 86.76,241.67,319.27, 90.25,1343.62,1641.20,1023.88
201605,493.60,1028.51,210.91,466.81,939.21,217.39,367.35,824.86,177.39,678.11,1021.10,332.56,678.80,1126.67,296.46,673.75,1251.10,245.50,221.35,309.11, 90.75,251.64,330.26, 95.06,1382.82,1685.01,1055.89
201606,446.59,906.10,195.05,421.53,823.07,200.73,330.27,719.66,163.16,615.66,899.89,308.51,617.66,1000.59,275.59,616.65,1127.07,230.01,202.57,277.59, 85.23,230.35,299.12, 88.60,1250.46,1482.75,976.22
201607,474.00,981.13,203.67,447.64,891.62,210.06,353.75,786.18,172.18,646.86,964.41,319.57,650.23,1075.55,284.86,652.48,1218.17,235.82,214.13,299.71, 87.51,244.19,323.88, 90.57,1327.57,1605.97,1019.80
201608,476.53,1012.69,200.20,452.88,929.78,207.61,364.50,824.55,174.97,639.19,998.17,304.90,638.88,1095.15,270.81,631.59,1203.33,221.15,208.10,297.94, 82.31,234.61,316.49, 84.38,1335.86,1659.95,1003.19
201609,477.88,1001.55,203.19,451.84,911.65,209.96,359.62,799.12,175.06,647.01,993.58,312.69,650.56,1101.86,278.91,653.32,1235.48,231.47,214.65,304.34, 86.11,243.98,327.78, 88.42,1338.67,1639.77,1017.68
201610,503.33,1071.87,211.09,475.47,975.28,218.14,378.12,854.20,181.72,681.59,1064.03,325.22,686.32,1180.41,290.01,691.86,1324.45,240.44,227.74,326.53, 89.88,257.46,350.88, 90.88,1410.29,1755.41,1057.63
201611,530.39,1160.37,217.05,502.30,1062.22,224.73,403.05,942.90,188.24,711.13,1138.46,332.21,715.13,1256.72,295.61,718.32,1397.03,243.09,236.18,344.21, 90.89,267.85,370.47, 91.81,1486.59,1901.80,1087.67
201612,549.23,1215.49,222.01,519.61,1112.54,229.70,414.18,981.75,191.02,743.13,1202.98,343.36,746.56,1323.97,305.25,748.17,1464.12,250.22,245.91,361.10, 93.37,279.17,387.51, 94.96,1539.15,1992.04,1112.40
201701,550.61,1216.44,222.99,520.87,1112.77,230.75,416.47,980.31,193.38,741.43,1206.21,340.87,746.07,1327.82,303.74,750.51,1468.97,250.91,246.25,361.88, 93.37,281.08,389.67, 95.87,1542.58,1992.94,1117.00
201702,555.68,1230.56,224.47,524.11,1121.00,231.93,417.04,980.44,193.87,751.52,1228.07,343.96,759.14,1357.57,307.24,770.38,1512.94,255.89,251.74,371.79, 94.59,290.98,403.30, 99.30,1555.80,2014.90,1123.66
201703,552.86,1208.19,226.51,521.50,1099.55,233.99,414.97,958.30,196.17,747.74,1210.70,345.44,755.18,1338.37,309.03,766.04,1491.55,258.67,248.83,364.38, 94.95,292.90,402.17,101.97,1547.20,1977.00,1133.45
201704,559.78,1217.77,230.44,527.60,1106.10,238.00,419.53,960.72,199.84,757.29,1223.81,350.52,765.85,1355.57,313.88,779.27,1516.04,263.56,254.72,371.67, 97.82,294.20,406.03,101.32,1567.24,1993.21,1153.70
201705,573.90,1219.32,241.98,540.69,1104.94,249.69,427.96,958.39,207.92,781.40,1224.92,372.49,789.23,1361.81,333.23,800.71,1532.84,278.92,260.77,373.12,103.57,304.57,416.15,107.11,1605.69,1993.17,1211.10
201706,590.28,1265.99,246.55,555.33,1146.05,254.20,438.63,990.11,211.64,805.02,1277.58,379.28,814.66,1420.23,339.92,830.17,1598.36,286.21,269.61,389.24,105.48,317.56,433.59,111.84,1650.96,2069.37,1233.35
201707,592.77,1270.33,247.79,556.94,1147.19,255.37,440.40,991.26,213.02,806.03,1278.57,379.94,818.26,1427.96,341.02,839.85,1620.06,288.55,271.66,392.38,106.19,323.87,444.01,113.11,1657.16,2074.65,1239.47
201708,592.59,1265.48,248.59,555.20,1138.29,255.64,437.98,978.50,213.23,806.28,1277.76,380.40,822.32,1433.91,343.03,852.88,1640.16,294.66,274.54,394.40,108.31,332.07,455.56,115.82,1655.52,2064.28,1243.19
201709,618.02,1329.17,257.41,578.91,1194.84,264.96,458.21,1031.95,221.52,836.63,1332.53,392.81,854.90,1500.70,353.84,890.45,1726.93,302.92,286.20,414.54,111.34,347.74,481.18,119.09,1726.48,2167.64,1287.62
201710,652.03,1397.53,272.51,611.98,1258.46,281.02,485.42,1088.47,235.56,881.66,1400.67,414.97,898.19,1573.53,372.64,929.26,1803.18,315.82,298.80,433.68,115.83,362.60,500.65,124.76,1822.21,2280.10,1363.59
201711,662.17,1414.73,277.70,621.02,1275.18,285.53,490.91,1105.46,237.37,899.25,1414.73,427.16,916.09,1588.35,384.68,947.52,1818.75,327.95,305.23,437.92,120.53,368.52,504.04,129.01,1850.16,2308.38,1388.78
201712,671.84,1451.80,278.64,628.56,1307.82,285.52,494.62,1129.98,236.14,916.34,1457.73,430.58,936.07,1635.81,389.72,973.98,1871.40,336.65,312.68,448.95,123.35,381.72,522.63,133.42,1875.86,2367.71,1392.39
201801,679.59,1458.99,283.67,636.10,1315.57,290.55,502.65,1141.18,241.31,921.61,1458.27,435.35,942.44,1636.54,395.09,982.83,1872.47,343.64,315.19,449.53,125.43,386.10,522.14,137.48,1897.30,2379.71,1416.97
201802,654.63,1397.54,274.75,612.24,1259.85,280.95,485.15,1096.73,233.79,883.34,1389.52,419.66,906.01,1562.87,382.54,950.94,1795.62,336.46,304.79,430.22,122.90,374.03,502.82,134.35,1826.94,2278.52,1371.88
201803,640.97,1358.89,270.81,598.69,1223.84,276.37,472.03,1062.97,228.22,870.27,1354.13,417.78,892.81,1524.14,381.13,937.54,1753.36,335.90,301.22,421.12,122.92,366.80,488.49,133.55,1788.60,2215.65,1351.71
201804,663.06,1431.78,275.22,619.71,1290.89,281.21,488.01,1121.79,231.72,902.45,1427.25,426.51,924.10,1603.51,387.74,966.56,1838.49,338.73,312.15,444.32,124.55,373.77,505.48,133.09,1851.62,2336.54,1374.82
201805,652.47,1383.80,275.57,609.21,1246.23,281.05,478.52,1076.55,231.55,890.48,1389.43,426.36,912.59,1559.81,389.07,956.17,1785.82,343.16,308.52,431.03,126.00,370.50,492.38,135.30,1821.45,2256.89,1376.23
201806,647.00,1371.62,273.37,604.16,1235.25,278.86,475.37,1069.27,230.07,880.87,1373.23,422.11,903.29,1543.22,385.29,947.66,1770.19,340.05,306.51,428.22,125.18,365.21,485.73,133.22,1806.65,2237.63,1365.58
201807,655.53,1396.58,275.67,613.41,1260.13,281.92,486.59,1095.37,235.34,883.66,1392.70,419.04,905.78,1562.59,382.42,949.46,1787.10,337.36,307.60,432.73,124.55,364.52,489.32,131.21,1831.11,2279.21,1377.60
201808,649.39,1371.99,275.26,608.76,1239.54,282.01,484.37,1073.00,237.49,872.95,1377.98,413.34,892.85,1539.13,377.26,931.50,1745.46,332.91,300.79,422.61,121.99,360.32,478.01,131.91,1814.24,2239.85,1375.42
201809,684.85,1459.41,287.93,643.51,1324.32,295.27,512.00,1148.18,248.44,922.81,1469.00,433.37,939.36,1628.26,394.59,969.98,1819.84,346.10,313.31,440.50,126.97,374.94,498.70,136.76,1914.43,2384.69,1439.27
201810,620.84,1346.09,256.68,584.66,1227.53,263.38,467.77,1073.28,222.50,831.37,1345.49,384.04,844.68,1483.23,349.88,868.62,1640.30,307.32,280.19,396.93,112.47,336.80,449.77,122.16,1736.00,2200.80,1283.27
201811,628.77,1345.39,263.50,590.37,1221.82,269.67,466.88,1053.87,225.51,854.33,1365.06,399.71,868.51,1507.30,364.47,894.27,1670.61,321.20,288.83,404.91,117.60,345.73,456.47,127.54,1757.92,2198.31,1317.61
201812,563.45,1214.76,234.24,531.43,1108.99,240.76,418.60,957.74,199.49,773.58,1236.69,361.74,777.86,1352.45,325.75,781.57,1472.99,276.91,253.74,358.16,102.27,298.60,399.67,107.60,1577.06,1986.78,1172.92
201901,592.59,1284.99,244.84,560.10,1177.97,251.77,443.48,1018.90,210.46,809.05,1310.55,373.40,811.92,1422.71,337.03,812.14,1528.27,288.44,264.50,374.38,106.17,308.02,407.97,113.02,1659.77,2104.81,1225.80
201902,607.91,1296.24,255.69,573.40,1183.82,262.55,454.66,1021.78,220.56,826.53,1321.26,386.52,833.47,1443.44,350.60,842.90,1569.04,304.41,273.42,381.97,111.90,322.67,424.64,119.68,1701.48,2120.84,1279.62
201903,608.07,1287.89,257.52,574.40,1179.28,264.41,453.76,1019.42,220.19,832.62,1313.19,394.47,835.67,1428.35,356.65,836.10,1539.99,306.77,270.74,373.98,112.62,321.35,419.01,121.01,1702.13,2107.50,1288.80
201904,619.77,1305.27,263.96,585.72,1194.28,271.37,466.96,1039.79,228.49,837.32,1315.67,398.10,843.14,1438.60,360.52,849.93,1566.40,311.57,275.10,379.58,114.61,326.98,428.16,122.29,1735.13,2135.69,1321.55
201905,579.30,1210.91,248.57,547.60,1110.00,255.10,440.88,980.63,215.95,770.99,1195.49,371.11,779.59,1312.75,338.06,793.33,1440.59,297.13,256.25,348.38,108.97,306.64,395.52,117.48,1621.19,1980.77,1243.75
201906,595.30,1245.77,255.15,563.57,1142.75,262.46,454.83,1008.90,223.34,790.51,1232.03,378.72,797.74,1350.48,343.99,808.15,1477.19,299.84,261.22,357.35,110.14,311.89,405.27,118.10,1666.63,2038.22,1277.43
201907,601.45,1247.36,260.07,568.95,1142.39,267.35,460.47,1011.29,228.18,794.45,1226.47,383.94,804.17,1350.71,349.64,820.30,1490.19,307.04,263.98,358.09,112.59,319.76,414.68,121.46,1683.30,2039.42,1301.96
